product_id,manufacturer,department,brand,commodity_desc,sub_commodity_desc,curr_size_of_product,beverage_category
978726,1819,GROCERY,National,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,32 OZ,Carbonated Soft Drinks
978874,1208,GROCERY,National,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,288 OZ,Carbonated Soft Drinks
978965,1918,GROCERY,National,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,20 OZ,Carbonated Soft Drinks
978983,1387,GROCERY,National,WATER - CARBONATED/FLVRD DRINK,CARBONATED WATER - FLVRD SWEET,14 OZ SNGL,Carbonated Soft Drinks
979106,1251,GROCERY,National,CANNED JUICES,VEG JUICE (EXCEPT TOMATO) (OVE,46 OZ,Juice
979399,1918,GROCERY,National,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,20 OZ,Carbonated Soft Drinks
979439,1251,GROCERY,National,CANNED JUICES,VEG JUICE (EXCEPT TOMATO) (OVE,33.0 OZ,Juice
979452,1482,GROCERY,National,CANNED JUICES,PRUNE JUICE (OVER 50% JUICE),64 OZ,Juice
979614,1208,GROCERY,National,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,1 LTR,Carbonated Soft Drinks
979644,2224,GROCERY,National,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,12 OZ,Carbonated Soft Drinks
979877,69,GROCERY,Private,CANNED JUICES,GRAPE JUICE (OVER 50% JUICE),64 OZ,Juice
980321,436,GROCERY,National,CANNED JUICES,SOFT DRINK BOTTLE NON-CARB (EX,20 OZ,Juice
980447,2155,NUTRITION,National,DRY TEA/COFFEE/COCO MIX,TEA BAGS (SUPPLEMENT),16 CT,Tea
981298,2224,GROCERY,National,SOFT DRINKS,MIXERS(TONIC WTR/GNGR ALE)FLAV,1 LTR,Carbonated Soft Drinks
981412,2004,NUTRITION,National,NON-DAIRY BEVERAGES,SOY BEVERAGE,64 OZ,Other Beverages
981494,1535,GROCERY,National,TEAS,TEA BAGS HERBAL & FLAVORED,20 PK,Tea
982052,2224,GROCERY,National,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,12PK/.5LTR,Carbonated Soft Drinks
982291,531,GROCERY,National,COFFEE,INSTANT COFFEE REGULAR,7 OZ,Coffee
982360,436,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE - O,64 OZ,Juice
982386,1208,GROCERY,National,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,32 OZ,Energy/Sports Drinks
982475,16,GROCERY,Private,CANNED JUICES,VEG JUICE (EXCEPT TOMATO) (OVE,6 OZ,Juice
982613,2557,GROCERY,National,CANNED JUICES,ASEPTIC PACK JUICE AND DRINKS,6 PK,Juice
982704,1276,GROCERY,National,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,12 OZ,Energy/Sports Drinks
982989,5769,GROCERY,National,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,GAL,Carbonated Soft Drinks
983096,1046,GROCERY,National,COFFEE,GROUND COFFEE,34.5 OZ,Coffee
983267,103,GROCERY,National,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,12 OZ,Carbonated Soft Drinks
983659,531,GROCERY,National,CANNED JUICES,BLENDED JUICE&COMBINATIONS (OV,46 OZ,Juice
983692,1875,GROCERY,National,WATER - CARBONATED/FLVRD DRINK,SPRING WATER,.5 LTR,Carbonated Soft Drinks
983814,103,GROCERY,National,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,20 OZ,Carbonated Soft Drinks
983936,436,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE CITRUS PNCH/OJ SUBS,64 OZ,Juice
984154,2201,GROCERY,National,TEAS,TEA BAGS HERBAL & FLAVORED,20 CT,Tea
984475,2024,GROCERY,National,COFFEE,GROUND FLVR REG COFFEE,1.75 OZ,Coffee
984492,1250,GROCERY,National,SOFT DRINKS,JUICE (OVER 50% JUICE),10 OZ,Carbonated Soft Drinks
984823,5497,NUTRITION,National,DRY TEA/COFFEE/COCO MIX,TEA DRY,8/.8 OZ,Tea
984934,2004,NUTRITION,National,NON-DAIRY BEVERAGES,SOY BEVERAGE,32 OZ,Other Beverages
985119,69,GROCERY,Private,REFRGRATD JUICES/DRNKS,DAIRY CASE FRUIT DRINKS (NO JU,1 GA,Juice
985199,69,GROCERY,Private,COFFEE,REGULAR BEAN,39 OZ,Coffee
985272,1276,GROCERY,National,WATER - CARBONATED/FLVRD DRINK,NON-CARB FLVRD DRNKNG/MNRL WAT,700 ML,Carbonated Soft Drinks
985595,307,GROCERY,National,TEAS,TEA BAGS HERBAL & FLAVORED,40 CT,Tea
985608,531,GROCERY,National,COCOA MIXES,MALTED MLK/SYRUP/PWDRS (EGGNOG,16 OZ,Other Beverages
985740,906,GROCERY,National,COFFEE,NON DAIRY CREAMER: DRY,24 CT,Coffee
985850,5423,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE - O,64 OZ,Juice
985866,531,GROCERY,National,COCOA MIXES,MALTED MLK/SYRUP/PWDRS (EGGNOG,21.8 OZ,Other Beverages
985893,69,GROCERY,Private,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12 OZ,Carbonated Soft Drinks
986021,869,GROCERY,National,TEAS,TEA BAGS & BULK TEA,100CT,Tea
986150,869,GROCERY,National,TEAS,TEA BAGS & BULK TEA,40 CT,Tea
986293,436,GROCERY,National,CANNED JUICES,ASEPTIC PACK JUICE AND DRINKS,2000 ML,Juice
986312,69,GROCERY,Private,SOFT DRINKS,SFT DRNK 3 LITER BTL CARB (EXC,,Carbonated Soft Drinks
986550,1918,GROCERY,National,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,20 OZ,Carbonated Soft Drinks
986664,103,GROCERY,National,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,2 LTR,Carbonated Soft Drinks
986713,5972,NUTRITION,National,WATER,NON-CARB WATER FLVR - DRNK/MNR,20 OZ,Water
986727,2224,GROCERY,National,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,12 OZ,Carbonated Soft Drinks
987021,658,NUTRITION,National,DRY TEA/COFFEE/COCO MIX,TEA BAGS (SUPPLEMENT),16 CT,Tea
987769,2024,GROCERY,National,COFFEE,GROUND FLVR DECAF COFFEE,11 OZ,Coffee
988785,245,GROCERY,National,WATER - CARBONATED/FLVRD DRINK,NON-CARB FLVRD DRNKNG/MNRL WAT,20 OZ,Carbonated Soft Drinks
988835,1005,GROCERY,National,CANNED JUICES,GRAPE JUICE (50% AND UNDER JCE,64 OZ,Juice
988994,2442,NUTRITION,National,NON-DAIRY BEVERAGES,RICE BEVERAGE,3 - 8 OZ,Other Beverages
989101,69,GROCERY,Private,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,GAL,Carbonated Soft Drinks
989157,2224,GROCERY,National,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,2 LTR,Carbonated Soft Drinks
989173,103,GROCERY,National,SOFT DRINKS,SOFT DRINKS 6PK/4PK CAN CARB (,12 OZ,Carbonated Soft Drinks
989195,1251,GROCERY,National,CANNED JUICES,VEG JUICE (EXCEPT TOMATO) (OVE,46 OZ,Juice
989307,1988,NUTRITION,National,JUICE,NON-CARB JCE(OVER 50% JCE),32 OZ,Juice
989354,69,GROCERY,Private,SOFT DRINKS,SOFT DRINK BOTTLE NON-CARB (EX,2 LTR,Carbonated Soft Drinks
989508,1208,GROCERY,National,SOFT DRINKS,SOFT DRINKS 6PK/4PK CAN CARB (,12 OZ,Carbonated Soft Drinks
989563,69,GROCERY,Private,SOFT DRINKS,SOFT DRINKS 6PK/4PK CAN CARB (,12 OZ,Carbonated Soft Drinks
990014,170,GROCERY,National,CANNED JUICES,APPLE JUICE & CIDER (OVER 50%,128 OZ,Juice
990055,827,GROCERY,National,CANNED JUICES,BLENDED JUICE&COMBINATIONS (OV,6 OZ,Juice
990130,69,GROCERY,Private,COFFEE,NON DAIRY CREAMER: DRY,8 OZ,Coffee
990186,456,GROCERY,National,COFFEE,INSTANT COFFEE REGULAR,19 CT,Coffee
990200,1225,GROCERY,National,COCOA MIXES,HOT CHOCOLATE COCOA MIX,,Other Beverages
990209,1535,GROCERY,National,TEAS,TEA BAGS HERBAL & FLAVORED,20 CT,Tea
990453,456,GROCERY,National,COFFEE,INSTANT COFFEE REGULAR,8 OZ,Coffee
990694,869,GROCERY,National,TEAS,TEA BAGS HERBAL & FLAVORED,20 CT,Tea
990771,69,GROCERY,Private,COFFEE,INSTANT DECAFFINATED,7 OZ,Coffee
991177,1766,GROCERY,National,TEAS,TEA BAGS HERBAL & FLAVORED,,Tea
991310,103,GROCERY,National,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,10 OZ,Carbonated Soft Drinks
991466,1208,GROCERY,National,ISOTONIC DRINKS,ISOTONIC DRINKS MULTI-SERVE,64 OZ,Energy/Sports Drinks
991530,5899,NUTRITION,National,WATER,SPRING WATER,1.5 LITER,Water
991625,69,GROCERY,Private,COFFEE,INSTANT DECAFFINATED,8 OZ,Coffee
991639,2224,GROCERY,National,WATER - CARBONATED/FLVRD DRINK,MIXERS(TONIC WTR/CLUB SODA/GNG,2 LTR,Carbonated Soft Drinks
991886,456,GROCERY,National,COFFEE,GROUND FLVR REG COFFEE,11.5 OZ,Coffee
991951,2224,GROCERY,National,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,20 OZ,Carbonated Soft Drinks
992412,2572,GROCERY,National,SOFT DRINKS,TEA SWEETENED,16 OZ,Carbonated Soft Drinks
992622,69,GROCERY,Private,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12PK/12OZ,Carbonated Soft Drinks
992746,2,GROCERY,National,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,.5 LTR,Carbonated Soft Drinks
992817,612,GROCERY,National,CANNED JUICES,BLENDED JUICE&COMBINATIONS (OV,64 OZ,Juice
992956,69,GROCERY,Private,TEAS,TEA BAGS & BULK TEA,48 CT,Tea
992985,436,GROCERY,National,CANNED JUICES,ASEPTIC PACK JUICE AND DRINKS,200 ML,Juice
993115,1046,GROCERY,National,COFFEE,GROUND COFFEE,12 OZ,Coffee
993151,103,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12PK/12OZ,Carbonated Soft Drinks
993401,1225,GROCERY,National,COCOA MIXES,MALTED MLK/SYRUP/PWDRS (EGGNOG,13 OZ,Other Beverages
993500,5423,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE - O,,Juice
993701,69,GROCERY,Private,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1 PK,Carbonated Soft Drinks
994149,2224,GROCERY,National,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,2 LTR,Carbonated Soft Drinks
994288,456,GROCERY,National,COFFEE,REGULAR BEAN,12 OZ,Coffee
994316,2442,NUTRITION,National,NON-DAIRY BEVERAGES,RICE BEVERAGE,QT,Other Beverages
994577,1276,GROCERY,National,ISOTONIC DRINKS,ISOTONIC DRINKS MULTI-SERVE,128 OZ,Energy/Sports Drinks
994614,456,GROCERY,National,COFFEE,GROUND COFFEE,11.5 OZ,Coffee
995003,2224,GROCERY,National,SOFT DRINKS,MIXERS(TONIC WTR/GNGR ALE)FLAV,10 OZ,Carbonated Soft Drinks
995043,2442,NUTRITION,National,NON-DAIRY BEVERAGES,RICE BEVERAGE,QT,Other Beverages
995679,2004,NUTRITION,National,NON-DAIRY BEVERAGES,SOY BEVERAGE,32 OZ,Other Beverages
995874,69,GROCERY,Private,COFFEE,GROUND FLVR DECAF COFFEE,1.75 OZ,Coffee
995973,130,GROCERY,National,WATER - CARBONATED/FLVRD DRINK,NON-CARB FLVRD DRNKNG/MNRL WAT,1 LTR,Carbonated Soft Drinks
996101,1046,GROCERY,National,COFFEE,INSTANT COFFEE FLAVORED W/SWEE,3.4 OZ,Coffee
996259,103,GROCERY,National,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,24 OZ,Carbonated Soft Drinks
996269,456,GROCERY,National,COFFEE,GROUND COFFEE,34.5 OZ,Coffee
996272,1437,GROCERY,National,TEAS,TEA BAGS HERBAL & FLAVORED,20 CT,Tea
996428,1208,GROCERY,National,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,32 OZ,Energy/Sports Drinks
996527,2,NUTRITION,National,WATER,SPRING WATER,500 ML,Water
996556,2028,GROCERY,National,WATER - CARBONATED/FLVRD DRINK,SPRING WATER,25.3 OZ,Carbonated Soft Drinks
996582,1276,GROCERY,National,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,4 PK/24 OZ,Energy/Sports Drinks
997038,1766,GROCERY,National,TEAS,TEA BAGS HERBAL & FLAVORED,20 CT,Tea
997088,69,GROCERY,Private,TEAS,TEA BAGS HERBAL & FLAVORED,20 CT,Tea
997284,658,NUTRITION,National,DRY TEA/COFFEE/COCO MIX,TEA BAGS (SUPPLEMENT),16 CT,Tea
997365,2733,GROCERY,National,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,12 OZ,Carbonated Soft Drinks
997441,69,NUTRITION,Private,NON-DAIRY BEVERAGES,SOY BEVERAGE,32 OZ,Other Beverages
997455,2028,GROCERY,National,WATER - CARBONATED/FLVRD DRINK,SPRING WATER,6PK/500 ML,Carbonated Soft Drinks
997747,436,GROCERY,National,SOFT DRINKS,SOFT DRINKS CAN NON-CARB (EXCE,12 OZ,Carbonated Soft Drinks
997768,1128,GROCERY,National,WATER - CARBONATED/FLVRD DRINK,SPRING WATER,16.9 OZ,Carbonated Soft Drinks
997942,1766,GROCERY,National,TEAS,TEA BAGS HERBAL & FLAVORED,20 CT,Tea
997949,1208,GROCERY,National,SOFT DRINKS,SOFT DRINKS SINGLE CANS CARB (,8 OZ,Carbonated Soft Drinks
997987,2224,GROCERY,National,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,.5 LTR,Carbonated Soft Drinks
998363,69,GROCERY,Private,TEAS,TEA BAGS & BULK TEA,100 CT,Tea
998519,2024,GROCERY,National,COFFEE,GROUND FLVR REG COFFEE,10 OZ,Coffee
998828,1251,GROCERY,National,CANNED JUICES,OTHER CITRUS JUICES (50% AND U,64 OZ,Juice
999001,1482,GROCERY,National,CANNED JUICES,PRUNE JUICE (OVER 50% JUICE),48 OZ,Juice
999020,2152,GROCERY,National,SOFT DRINKS,SOFT DRINKS 6PK/4PK CAN CARB (,12 OZ,Carbonated Soft Drinks
999104,1194,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE - O,64OZ,Juice
999172,2024,GROCERY,National,COFFEE,GROUND FLVR REG COFFEE,1.75 OZ,Coffee
999204,69,GROCERY,Private,SOFT DRINKS,SOFT DRINKS SINGLE CANS CARB (,12 OZ,Carbonated Soft Drinks
999915,1988,NUTRITION,National,JUICE,NON-CARB JCE(OVER 50% JCE),32 OZ,Juice
999966,2,GROCERY,National,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,12 OZ,Carbonated Soft Drinks
1000213,103,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12PK/12OZ,Carbonated Soft Drinks
1000251,69,GROCERY,Private,COFFEE,DECAF BEAN: FLAVORED,12 OZ,Coffee
1000896,69,GROCERY,Private,COFFEE,GROUND DECAFFINATED,11.5 OZ,Coffee
1000930,1225,GROCERY,National,COFFEE,NON DAIRY CREAMER: DRY,8 OZ,Coffee
1001445,103,GROCERY,National,SOFT DRINKS,SOFT DRINKS 6PK/4PK CAN CARB (,12 OZ,Carbonated Soft Drinks
1001827,170,GROCERY,National,CANNED JUICES,APPLE JUICE & CIDER (OVER 50%,64 OZ,Juice
1002033,103,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12 OZ,Carbonated Soft Drinks
1002357,1988,NUTRITION,National,BEVERAGE,CAN/BTL BEVERAGE,12 OZ,Other Beverages
1002582,2224,GROCERY,National,SOFT DRINKS,SOFT DRINKS 6PK/4PK CAN CARB (,12 OZ,Carbonated Soft Drinks
1002615,5732,GROCERY,National,COFFEE,MOLASSES & SYRUPS,12.7 OZ,Coffee
1002655,899,NUTRITION,National,JUICE,DRINKS - CARB JUICE (OVER 50%,25.4 OZ,Juice
1002709,1208,GROCERY,National,ISOTONIC DRINKS,ISOTONIC DRINKS MULTI-SERVE,12 OZ,Energy/Sports Drinks
1002838,1276,GROCERY,National,ISOTONIC DRINKS,ISOTONIC DRINKS MULTI-SERVE,64 OZ,Energy/Sports Drinks
1002956,2,GROCERY,National,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,12 OZ,Carbonated Soft Drinks
1003091,5732,GROCERY,National,COFFEE,INSTANT COFFEE FLAVORED NO SWE,12.7 OZ,Coffee
1003119,5972,NUTRITION,National,WATER,NON-CARB WATER FLVR - DRNK/MNR,20 OZ,Water
1003141,693,GROCERY,National,COCOA MIXES,MALTED MLK/SYRUP/PWDRS (EGGNOG,18.5 OZ,Other Beverages
1003188,69,GROCERY,Private,CANNED JUICES,APPLE JUICE & CIDER (OVER 50%,64 OZ,Juice
1003249,1766,GROCERY,National,TEAS,TEA BAGS HERBAL & FLAVORED,20 CT,Tea
1003435,895,GROCERY,Private,COFFEE,NON DAIRY CREAMER: DRY,22 OZ,Coffee
1003616,1194,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE - O,64 OZ,Juice
1003673,103,GROCERY,National,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,.5 LTR,Carbonated Soft Drinks
1003757,869,GROCERY,National,TEAS,INSTANT TEA & TEA MIX,32 OZ,Tea
1004212,2135,DELI,National,SERVICE BEVERAGE,SV BEV: N/CARB FLV FRK/MINWTR,20 OZ,Other Beverages
1004270,436,GROCERY,National,SOFT DRINKS,SOFT DRINK BOTTLE NON-CARB (EX,2 LITER,Carbonated Soft Drinks
1004472,2,GROCERY,National,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,288 OZ,Carbonated Soft Drinks
1004857,2,GROCERY,National,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,24 PK,Carbonated Soft Drinks
1004950,436,GROCERY,National,CANNED JUICES,ASEPTIC PACK JUICE AND DRINKS,200 ML,Juice
1005105,1005,GROCERY,National,CANNED JUICES,GRAPE JUICE (OVER 50% JUICE),64 OZ,Juice
1005176,2044,GROCERY,National,CANNED JUICES,CRANAPPLE CRAN GRAPE JUICE (5,64 OZ,Juice
1005274,1194,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE - O,64 OZ,Juice
1005484,531,GROCERY,National,COFFEE,INSTANT COFFEE REGULAR,7 OZ,Coffee
1005576,16,GROCERY,Private,CANNED JUICES,GRAPEFRUIT JUICE (OVER 50% JUI,6 OZ,Juice
1005849,5832,GROCERY,National,CANNED JUICES,CRANBERRY JUICE (OVER 50% JCE),64 OZ,Juice
1005934,1988,NUTRITION,National,JUICE,NON-CARB JCE(OVER 50% JCE),32 OZ,Juice
1006188,827,GROCERY,National,CANNED JUICES,PINEAPPLE JUICE (OVER 50% JUIC,46 OZ,Juice
1006386,69,GROCERY,Private,COFFEE,GROUND COFFEE,13 OZ,Coffee
1006537,456,GROCERY,National,COFFEE,REGULAR BEAN,24 OZ,Coffee
1006555,69,GROCERY,Private,SOFT DRINKS,TEA CAN WITH SWEETENER/SUGAR,12 PK,Carbonated Soft Drinks
1006675,2224,GROCERY,National,SOFT DRINKS,SOFT DRINKS 6PK/4PK CAN CARB (,12 OZ,Carbonated Soft Drinks
1006697,2,GROCERY,National,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,12 OZ,Carbonated Soft Drinks
1007269,1208,GROCERY,National,SOFT DRINKS,SOFT DRINKS 6PK/4PK CAN CARB (,8 OZ,Carbonated Soft Drinks
1007364,2,GROCERY,National,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,288 OZ,Carbonated Soft Drinks
1007419,69,GROCERY,Private,COFFEE,GROUND COFFEE,10 OZ,Coffee
1007482,5497,NUTRITION,National,BEVERAGE,MISC,32 OZ,Other Beverages
1007484,2024,GROCERY,National,COFFEE,GROUND FLVR REG COFFEE,12 OZ,Coffee
1007571,436,GROCERY,National,CANNED JUICES,ASEPTIC PACK JUICE AND DRINKS,2000 ML,Juice
1008012,103,GROCERY,National,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,2 LTR,Carbonated Soft Drinks
1008032,456,GROCERY,National,COFFEE,GROUND COFFEE,33.9 OZ,Coffee
1008132,69,GROCERY,Private,CANNED JUICES,PINEAPPLE JUICE (OVER 50% JUIC,64 OZ,Juice
1008173,1276,GROCERY,National,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,20 OZ,Energy/Sports Drinks
1008596,103,GROCERY,National,COFFEE,INSTANT COFFEE FLAVORED NO SWE,6.5 OZ,Coffee
1008601,2024,GROCERY,National,COFFEE,FLAVORED BEAN COFFEE,12 OZ,Coffee
1008673,212,GROCERY,National,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,2 LTR,Carbonated Soft Drinks
1008675,69,GROCERY,Private,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,2.5GAL,Carbonated Soft Drinks
1008814,103,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12 OZ,Carbonated Soft Drinks
1009187,436,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE - O,59 OZ,Juice
1009214,1363,NUTRITION,National,NON-DAIRY BEVERAGES,SOY BEVERAGE,32 OZ,Other Beverages
1009275,69,NUTRITION,Private,NON-DAIRY BEVERAGES,RICE BEVERAGE,32 OZ,Other Beverages
1009851,945,GROCERY,National,WATER - CARBONATED/FLVRD DRINK,CARBONATED WATER - UNFLAVORED,33.8 OZ,Carbonated Soft Drinks
1009862,531,GROCERY,National,COCOA MIXES,MALTED MLK/SYRUP/PWDRS (EGGNOG,10.9 OZ,Other Beverages
1009966,2,GROCERY,National,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,12 OZ,Carbonated Soft Drinks
1009992,69,GROCERY,Private,COFFEE,GROUND COFFEE,1.75 OZ,Coffee
1010190,1208,GROCERY,National,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,2 LTR,Carbonated Soft Drinks
1010255,69,GROCERY,Private,SOFT DRINKS,SOFT DRINKS CAN NON-CARB (EXCE,12 OZ,Carbonated Soft Drinks
1010308,264,GROCERY,National,WATER - CARBONATED/FLVRD DRINK,NON-CARB FLVRD DRNKNG/MNRL WAT,96 OZ,Carbonated Soft Drinks
1010439,69,GROCERY,Private,COFFEE,REGULAR BEAN,11 OZ,Coffee
1010504,436,GROCERY,National,CANNED JUICES,ASEPTIC PACK JUICE AND DRINKS,200 ML,Juice
1010870,531,GROCERY,National,CANNED JUICES,ASEPTIC PACK JUICE AND DRINKS,10/6.75 OZ,Juice
1010966,1543,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE FRUIT DRINKS (NO JU,PINT,Juice
1011185,1766,GROCERY,National,TEAS,TEA BAGS HERBAL & FLAVORED,.91 OZ,Tea
1011300,1208,GROCERY,National,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,20 OZ,Carbonated Soft Drinks
1011414,2572,GROCERY,National,SOFT DRINKS,TEA SWEETENED,16 OZ,Carbonated Soft Drinks
1011672,612,GROCERY,National,CANNED JUICES,CRANBERRY JUICE (50% AND UNDER,64 OZ,Juice
1011692,1046,GROCERY,National,COFFEE,INSTANT COFFEE FLAVORED W/SWEE,9 OZ,Coffee
1011695,69,GROCERY,Private,COFFEE,INSTANT COFFEE REGULAR,4 OZ,Coffee
1012381,1208,GROCERY,National,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,20 OZ,Energy/Sports Drinks
1012424,531,GROCERY,National,COFFEE,NON DAIRY CREAMER: DRY,7.6 OZ,Coffee
1012627,2082,GROCERY,National,COFFEE,GROUND COFFEE,12 OZ,Coffee
1012707,1535,GROCERY,National,TEAS,TEA BAGS HERBAL & FLAVORED,20 PK,Tea
1012880,2292,DELI,National,SERVICE BEVERAGE,SPRING WATER,.5 LITER,Other Beverages
1013180,1208,GROCERY,National,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,,Carbonated Soft Drinks
1013288,1437,GROCERY,National,TEAS,TEA BAGS HERBAL & FLAVORED,20 CT,Tea
1013407,456,GROCERY,National,COFFEE,GROUND COFFEE,11.3 OZ,Coffee
1013528,69,GROCERY,Private,CANNED JUICES,CRANBERRY JUICE (50% AND UNDER,64 OZ,Juice
1013578,1251,GROCERY,National,CANNED JUICES,OTHER CITRUS JUICES (50% AND U,64 OZ,Juice
1014253,128,GROCERY,National,COFFEE,GROUND COFFEE,12 OZ,Coffee
1014696,103,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12/12 OZ,Carbonated Soft Drinks
1014831,869,GROCERY,National,TEAS,INSTANT TEA & TEA MIX,6 OZ,Tea
1014860,2224,GROCERY,National,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,2 LTR,Carbonated Soft Drinks
1014981,1276,GROCERY,National,ISOTONIC DRINKS,ISOTONIC DRINKS MULTI-SERVE,64 OZ,Energy/Sports Drinks
1015280,1232,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE JUICE DRNK UNDER 10,128 OZ,Juice
1015296,2692,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE JUICE DRNK UNDER 10,GAL,Juice
1015375,2692,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE JUICE DRNK UNDER 10,GAL,Juice
1015602,103,GROCERY,National,SOFT DRINKS,TEA SWEETENED,24PK CUBE,Carbonated Soft Drinks
1015607,2004,NUTRITION,National,NON-DAIRY BEVERAGES,SOY BEVERAGE,32 OZ,Other Beverages
1015682,612,GROCERY,National,CANNED JUICES,CRANAPPLE CRAN GRAPE JUICE (O,64 OZ,Juice
1016101,2224,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12 OZ,Carbonated Soft Drinks
1016195,2224,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12 OZ,Carbonated Soft Drinks
1016577,2572,GROCERY,National,SOFT DRINKS,TEA SWEETENED,23.0 OZ,Carbonated Soft Drinks
1016702,1551,NUTRITION,National,WATER,NON-CARB WATER FLVR - DRNK/MNR,24 OZ,Water
1016753,5879,GROCERY,National,COFFEE,REGULAR BEAN,12 OZ,Coffee
1016785,1046,GROCERY,National,COFFEE,GROUND DECAFFINATED,11.5 OZ,Coffee
1016797,1535,GROCERY,National,TEAS,TEA BAGS & BULK TEA (SUPPLEMEN,20 CT,Tea
1016800,103,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12 OZ,Carbonated Soft Drinks
1016982,2224,GROCERY,National,SOFT DRINKS,SOFT DRINKS 6PK/4PK CAN CARB (,12 OZ,Carbonated Soft Drinks
1017059,170,GROCERY,National,CANNED JUICES,PROCESSED OTHER,4.5 OZ,Juice
