product_id,total_revenue,units_sold,avg_selling_price,promo_revenue,non_promo_revenue,promo_units,non_promo_units,promo_weeks,non_promo_weeks,promo_velocity,non_promo_velocity,promotion_lift,beverage_category,category_avg_lift,lift_index_vs_category
899637,58.510000000000005,50,1.159263565891473,58.51,0.0,50,0,30,0,1.6666666666666667,0.0,,Carbonated Soft Drinks,1.8416478312836793,
899682,703.96,332,2.12959649122807,637.8499999999999,66.11,303,29,83,18,3.6506024096385543,1.6111111111111112,2.265891150810137,Juice,1.520044946049398,1.4906737834951498
899905,3.12,3,1.04,1.12,2.0,1,2,1,2,1.0,1.0,1.0,Coffee,1.311586973965421,0.7624351414352826
899962,4.5,1,4.5,0.0,4.5,0,1,0,1,0.0,1.0,0.0,Carbonated Soft Drinks,1.8416478312836793,0.0
900112,140.63,175,0.8007096774193548,24.450000000000003,116.18000000000002,33,142,24,69,1.375,2.0579710144927534,0.6681338028169015,Juice,1.520044946049398,0.4395487150254231
900145,269.68,252,1.0769718309859155,261.34,8.34,246,6,77,2,3.1948051948051948,3.0,1.0649350649350648,Carbonated Soft Drinks,1.8416478312836793,0.5782511981092366
900311,279.28,173,1.6350943396226412,126.84000000000005,152.44,97,76,42,43,2.3095238095238093,1.7674418604651163,1.306704260651629,Coffee,1.311586973965421,0.9962772477840112
900370,492.75,433,1.131721200980392,487.7800000000001,4.970000000000001,430,3,75,2,5.733333333333333,1.5,3.8222222222222224,Carbonated Soft Drinks,1.8416478312836793,2.075436007522691
900646,6.99,1,6.99,6.99,0.0,1,0,1,0,1.0,0.0,,Coffee,1.311586973965421,
900754,3.59,1,3.59,0.0,3.59,0,1,0,1,0.0,1.0,0.0,Juice,1.520044946049398,0.0
900898,5.9399999999999995,6,0.99,0.0,5.9399999999999995,0,6,0,5,0.0,1.2,0.0,Coffee,1.311586973965421,0.0
901274,29.82,11,2.6437500000000003,25.230000000000004,4.59,9,2,5,2,1.8,1.0,1.8,Tea,1.2953467409932147,1.3895893223306677
901470,302.62,103,2.9295180722891567,130.35000000000002,172.26999999999998,50,53,23,31,2.1739130434782608,1.7096774193548387,1.2715340442986054,Juice,1.520044946049398,0.8365108200276095
901656,389.05,145,2.6966666666666663,250.0,139.05,100,45,46,25,2.1739130434782608,1.8,1.2077294685990336,Carbonated Soft Drinks,1.8416478312836793,0.6557874139037825
901772,522.61,69,7.574057971014493,272.31000000000006,250.30000000000004,39,30,28,27,1.3928571428571428,1.1111111111111112,1.2535714285714286,Coffee,1.311586973965421,0.9557669094420864
901776,1356.23,464,2.9356563245823386,1182.0600000000002,174.17000000000002,421,43,82,13,5.134146341463414,3.3076923076923075,1.55218377765173,Juice,1.520044946049398,1.0211433429556547
901997,103.47,23,4.529999999999999,70.34,33.13,16,7,11,6,1.4545454545454546,1.1666666666666667,1.2467532467532467,Coffee,1.311586973965421,0.9505684880232095
902388,22.64,20,1.16,22.640000000000004,0.0,20,0,15,0,1.3333333333333333,0.0,,Carbonated Soft Drinks,1.8416478312836793,
902640,343.75,106,3.2709282700421936,335.1700000000001,8.58,104,2,52,2,2.0,1.0,2.0,Carbonated Soft Drinks,1.8416478312836793,1.0859839574246641
903398,50.4,25,2.021,47.900000000000006,2.5,24,1,16,1,1.5,1.0,1.5,Carbonated Soft Drinks,1.8416478312836793,0.814487968068498
903560,30.63,15,2.0136363636363637,1.99,28.639999999999997,1,14,1,10,1.0,1.4,0.7142857142857143,Carbonated Soft Drinks,1.8416478312836793,0.38785141336595147
903768,6.359999999999999,22,0.295,0.31,6.05,1,21,1,10,1.0,2.1,0.47619047619047616,Carbonated Soft Drinks,1.8416478312836793,0.2585676089106343
904283,34.47,21,1.6488235294117648,30.890000000000008,3.58,19,2,14,2,1.3571428571428572,1.0,1.3571428571428572,Juice,1.520044946049398,0.8928307420580398
904356,13.06,5,2.612,7.08,5.98,3,2,3,2,1.0,1.0,1.0,Tea,1.2953467409932147,0.771994067961482
904436,19.9,10,1.9899999999999998,0.0,19.9,0,10,0,7,0.0,1.4285714285714286,0.0,Energy/Sports Drinks,1.4467617422146801,0.0
904521,525.4300000000001,97,5.416804123711341,341.6600000000001,183.77,64,33,34,19,1.8823529411764706,1.736842105263158,1.0837789661319073,Coffee,1.311586973965421,0.826311169327365
904537,65.72,19,3.4699999999999998,51.95,13.77,16,3,12,3,1.3333333333333333,1.0,1.3333333333333333,Carbonated Soft Drinks,1.8416478312836793,0.723989304949776
904555,34.900000000000006,10,3.4900000000000007,3.49,31.410000000000004,1,9,1,8,1.0,1.125,0.8888888888888888,Carbonated Soft Drinks,1.8416478312836793,0.482659536633184
904815,330.73,122,2.8027551020408166,203.20000000000002,127.53,83,39,38,25,2.1842105263157894,1.56,1.4001349527665317,Juice,1.520044946049398,0.9211141791599565
904884,24.12,9,2.68,6.779999999999999,17.34,3,6,3,6,1.0,1.0,1.0,Tea,1.2953467409932147,0.771994067961482
904898,16.94,16,1.0542857142857145,0.0,16.939999999999998,0,16,0,13,0.0,1.2307692307692308,0.0,Juice,1.520044946049398,0.0
904959,174.57,48,3.63125,13.61,160.95999999999998,4,44,3,29,1.3333333333333333,1.5172413793103448,0.8787878787878788,Coffee,1.311586973965421,0.6700187606552483
905731,118.93,49,2.5008333333333335,104.77000000000001,14.16,45,4,25,4,1.8,1.0,1.8,Juice,1.520044946049398,1.1841755105190843
905809,163.09,81,2.0137974683544306,98.12,64.97,50,31,30,24,1.6666666666666667,1.2916666666666667,1.2903225806451613,Other Beverages,1.592246006372412,0.8103789084608113
905918,5.61,3,1.87,1.87,3.74,1,2,1,2,1.0,1.0,1.0,Other Beverages,1.592246006372412,0.6280436540571288
905957,11.120000000000001,8,1.39,0.0,11.120000000000001,0,8,0,4,0.0,2.0,0.0,Carbonated Soft Drinks,1.8416478312836793,0.0
905988,6.98,2,3.49,0.0,6.98,0,2,0,2,0.0,1.0,0.0,Tea,1.2953467409932147,0.0
906262,762.58,631,1.2135325131810193,49.309999999999995,713.2699999999998,78,553,15,93,5.2,5.946236559139785,0.8745027124773961,Carbonated Soft Drinks,1.8416478312836793,0.4748479582374029
906345,151.17000000000002,50,3.0231818181818184,18.39,132.78000000000003,8,42,6,30,1.3333333333333333,1.4,0.9523809523809524,Juice,1.520044946049398,0.6265478891635368
906636,48.43,19,2.5244444444444447,21.52,26.910000000000004,10,9,10,8,1.0,1.125,0.8888888888888888,Tea,1.2953467409932147,0.686216949299095
906655,99.59,47,2.1288043478260867,95.9,3.69,46,1,36,1,1.2777777777777777,1.0,1.2777777777777777,Coffee,1.311586973965421,0.974222680722861
906740,233.69,31,7.517586206896552,193.74,39.95,26,5,21,4,1.2380952380952381,1.25,0.9904761904761905,Coffee,1.311586973965421,0.7551738543739942
907099,1353.39,501,2.7182027850304613,1186.28,167.11,447,54,86,13,5.1976744186046515,4.153846153846154,1.2512919896640826,Juice,1.520044946049398,0.8231940725938366
907128,644.24,467,1.404979938271605,620.3600000000001,23.879999999999995,455,12,91,4,5.0,3.0,1.6666666666666667,Juice,1.520044946049398,1.0964588060361893
907480,68.74,27,2.6233333333333335,26.309999999999995,42.43000000000001,12,15,8,11,1.5,1.3636363636363635,1.1,Juice,1.520044946049398,0.7236628119838849
907566,20.63,7,2.947142857142857,14.250000000000002,6.38,5,2,5,2,1.0,1.0,1.0,Tea,1.2953467409932147,0.771994067961482
907579,4.78,2,2.39,0.0,4.78,0,2,0,2,0.0,1.0,0.0,Juice,1.520044946049398,0.0
908145,313.21999999999997,172,1.8309859154929577,165.15,148.06999999999996,93,79,34,42,2.735294117647059,1.880952380952381,1.4542069992553983,Juice,1.520044946049398,0.9566868420798261
908277,53.28,21,2.5371428571428574,26.37,26.910000000000004,12,9,10,8,1.2,1.125,1.0666666666666667,Tea,1.2953467409932147,0.8234603391589141
908290,137.8,46,2.9956521739130437,101.66,36.13999999999999,34,12,28,10,1.2142857142857142,1.2,1.0119047619047619,Coffee,1.311586973965421,0.7715117502618931
908361,25.27,25,1.0015789473684211,1.6,23.669999999999998,2,23,1,15,2.0,1.5333333333333334,1.3043478260869565,Other Beverages,1.592246006372412,0.8191873748571246
908514,319.36,64,4.99,9.98,309.38000000000005,2,62,1,43,2.0,1.441860465116279,1.3870967741935485,Carbonated Soft Drinks,1.8416478312836793,0.7531824220848476
909256,296.64000000000004,96,3.1233333333333335,5.98,290.65999999999997,2,94,2,36,1.0,2.611111111111111,0.3829787234042553,Carbonated Soft Drinks,1.8416478312836793,0.2079543748259995
909329,29.0,20,1.4566666666666666,11.120000000000001,17.88,8,12,6,10,1.3333333333333333,1.2,1.1111111111111112,Coffee,1.311586973965421,0.847150157150314
909396,613.24,514,1.1884909264565426,559.1800000000001,54.06000000000002,480,34,88,9,5.454545454545454,3.7777777777777777,1.4438502673796791,Carbonated Soft Drinks,1.8416478312836793,0.7839991136488216
909518,81.97,23,3.537368421052632,58.63,23.34,17,6,12,6,1.4166666666666667,1.0,1.4166666666666667,Coffee,1.311586973965421,1.0801164503666505
909744,151.69,35,4.4284375,0.0,151.69,0,35,0,26,0.0,1.3461538461538463,0.0,Coffee,1.311586973965421,0.0
909800,337.75,65,5.199375,99.8,237.94999999999996,20,45,13,35,1.5384615384615385,1.2857142857142858,1.1965811965811965,Other Beverages,1.592246006372412,0.7515052270769063
909894,4108.51,3186,1.3401503678061446,3286.4700000000003,822.0399999999998,2726,460,92,33,29.630434782608695,13.93939393939394,2.1256616257088847,Juice,1.520044946049398,1.398420244897025
910124,5.23,2,2.615,0.0,5.23,0,2,0,2,0.0,1.0,0.0,Other Beverages,1.592246006372412,0.0
910146,26.41,9,2.9344444444444444,16.84,9.57,6,3,6,3,1.0,1.0,1.0,Tea,1.2953467409932147,0.771994067961482
910333,125.07000000000001,116,1.1010714285714285,82.5,42.57,83,33,28,21,2.9642857142857144,1.5714285714285714,1.8863636363636365,Carbonated Soft Drinks,1.8416478312836793,1.0242803234800808
910380,36.21,11,3.291818181818182,17.259999999999998,18.950000000000003,6,5,5,5,1.2,1.0,1.2,Other Beverages,1.592246006372412,0.7536523848685546
910456,50.07,18,2.812,12.5,37.57,5,13,3,12,1.6666666666666667,1.0833333333333333,1.5384615384615385,Juice,1.520044946049398,1.0121158209564824
911493,15.98,2,7.99,0.0,15.98,0,2,0,2,0.0,1.0,0.0,Carbonated Soft Drinks,1.8416478312836793,0.0
911565,108.52,48,2.284090909090909,90.57,17.950000000000003,41,7,23,5,1.7826086956521738,1.4,1.2732919254658386,Juice,1.520044946049398,0.8376672865990763
911614,517.27,173,2.99,8.97,508.30000000000007,3,170,2,74,1.5,2.2972972972972974,0.6529411764705882,Carbonated Soft Drinks,1.8416478312836793,0.35454182139452267
911703,206.4,138,1.4948695652173913,204.20999999999998,2.19,137,1,67,1,2.044776119402985,1.0,2.044776119402985,Juice,1.520044946049398,1.3452076694951456
911886,8.63,3,2.876666666666667,3.39,5.24,1,2,1,2,1.0,1.0,1.0,Coffee,1.311586973965421,0.7624351414352826
911974,596.8100000000001,264,2.26042194092827,191.71,405.1,92,172,30,66,3.066666666666667,2.606060606060606,1.1767441860465118,Juice,1.520044946049398,0.7741509151455513
912004,600.6,250,2.4026,600.5999999999999,0.0,250,0,85,0,2.9411764705882355,0.0,,Carbonated Soft Drinks,1.8416478312836793,
912445,111.19,55,2.1729166666666666,87.57,23.619999999999997,47,8,18,8,2.611111111111111,1.0,2.611111111111111,Juice,1.520044946049398,1.7177854627900297
912476,138.86,72,1.9323809523809523,138.85999999999999,0.0,72,0,36,0,2.0,0.0,,Juice,1.520044946049398,
912684,196.74,61,3.223050847457627,12.5,184.23999999999995,5,56,5,42,1.0,1.3333333333333333,0.75,Carbonated Soft Drinks,1.8416478312836793,0.407243984034249
912938,3.57,3,1.19,0.0,3.57,0,3,0,3,0.0,1.0,0.0,Carbonated Soft Drinks,1.8416478312836793,0.0
913210,6545.320000000001,1650,3.969268635724332,2403.3599999999997,4141.960000000001,616,1034,75,58,8.213333333333333,17.82758620689655,0.460709219858156,Carbonated Soft Drinks,1.8416478312836793,0.25016141090179494
913226,61.769999999999996,48,1.3146153846153845,45.05,16.72,40,8,16,7,2.5,1.1428571428571428,2.1875,Other Beverages,1.592246006372412,1.3738454932499693
913270,303.01,276,1.1168715083798884,183.04,119.96999999999998,183,93,34,26,5.382352941176471,3.576923076923077,1.504743833017078,Carbonated Soft Drinks,1.8416478312836793,0.8170638313451221
913449,200.84,236,0.8526923076923077,2.6500000000000004,198.18999999999994,5,231,2,71,2.5,3.2535211267605635,0.7683982683982684,Juice,1.520044946049398,0.5055102287569444
913786,26.080000000000002,12,2.2746666666666666,17.310000000000002,8.77,9,3,7,3,1.2857142857142858,1.0,1.2857142857142858,Tea,1.2953467409932147,0.9925638016647627
914512,77.93,20,3.8947368421052633,10.44,67.49000000000001,3,17,3,14,1.0,1.2142857142857142,0.823529411764706,Carbonated Soft Drinks,1.8416478312836793,0.4471698648219205
914882,3.01,7,0.43,0.0,3.0100000000000002,0,7,0,7,0.0,1.0,0.0,Carbonated Soft Drinks,1.8416478312836793,0.0
914949,20.08,12,1.7747619047619048,15.4,4.68,10,2,4,2,2.5,1.0,2.5,Other Beverages,1.592246006372412,1.570109135142822
915613,0.85,3,0.25,0.0,0.85,0,3,0,2,0.0,1.5,0.0,Carbonated Soft Drinks,1.8416478312836793,0.0
915645,0.35,1,0.35,0.0,0.35,0,1,0,1,0.0,1.0,0.0,Carbonated Soft Drinks,1.8416478312836793,0.0
916381,2193.41,1900,1.1630668685402539,2023.2799999999997,170.13,1793,107,92,11,19.48913043478261,9.727272727272727,2.0035554652580254,Carbonated Soft Drinks,1.8416478312836793,1.0879145465403621
916435,50.160000000000004,19,2.64,15.48,34.68,7,12,7,11,1.0,1.0909090909090908,0.9166666666666667,Tea,1.2953467409932147,0.7076612289646919
916758,873.88,208,4.198669950738917,858.0100000000002,15.870000000000001,205,3,87,2,2.3563218390804597,1.5,1.5708812260536398,Juice,1.520044946049398,1.0334439321260633
916767,556.93,959,0.5790037593984962,109.29,447.63999999999993,199,760,60,80,3.316666666666667,9.5,0.3491228070175439,Carbonated Soft Drinks,1.8416478312836793,0.1895708837960598
916872,31.060000000000002,14,2.218571428571429,3.58,27.479999999999997,2,12,2,12,1.0,1.0,1.0,Tea,1.2953467409932147,0.771994067961482
916969,45.64,18,2.5406250000000004,18.73,26.910000000000004,9,9,8,7,1.125,1.2857142857142858,0.8749999999999999,Tea,1.2953467409932147,0.6754948094662967
916990,1803.03,550,3.303469696969697,1693.29,109.74000000000002,524,26,84,9,6.238095238095238,2.888888888888889,2.159340659340659,Carbonated Soft Drinks,1.8416478312836793,1.1725046573293763
917008,117.41,59,2.0007547169811324,47.81,69.6,29,30,18,23,1.6111111111111112,1.3043478260869565,1.2351851851851852,Tea,1.2953467409932147,0.9535556357968675
917033,1614.41,540,3.1886004415011038,1411.0500000000002,203.35999999999999,496,44,66,23,7.515151515151516,1.9130434782608696,3.928374655647383,Carbonated Soft Drinks,1.8416478312836793,2.133075927393348
917277,202.94,348,0.5835211267605633,39.76,163.17999999999995,71,277,27,77,2.6296296296296298,3.5974025974025974,0.7309800775504747,Carbonated Soft Drinks,1.8416478312836793,0.39691631870842614
917742,364.87,376,0.9921799307958478,295.84,69.03,335,41,36,28,9.305555555555555,1.4642857142857142,6.355013550135502,Juice,1.520044946049398,4.180806341715226
917767,112.15,15,7.4766666666666675,88.17999999999999,23.97,12,3,10,3,1.2,1.0,1.2,Coffee,1.311586973965421,0.9149221697223391
917882,1.09,1,1.09,0.0,1.09,0,1,0,1,0.0,1.0,0.0,Other Beverages,1.592246006372412,0.0
918013,15.360000000000001,15,1.0192857142857144,0.8,14.559999999999999,1,14,1,11,1.0,1.2727272727272727,0.7857142857142857,Other Beverages,1.592246006372412,0.4934628710448869
918506,46.88,45,1.0306896551724138,29.44,17.439999999999998,28,17,11,9,2.5454545454545454,1.8888888888888888,1.3475935828877006,Energy/Sports Drinks,1.4467617422146801,0.931455085911261
918921,40.620000000000005,8,5.077500000000001,40.620000000000005,0.0,8,0,8,0,1.0,0.0,,Coffee,1.311586973965421,
919126,322.05,113,2.9475294117647057,142.32,179.72999999999996,66,47,21,26,3.142857142857143,1.8076923076923077,1.7386018237082066,Juice,1.520044946049398,1.1437831678772648
919423,2489.66,515,4.86117359413203,1884.67,604.9900000000001,414,101,59,33,7.016949152542373,3.0606060606060606,2.2926665547910723,Carbonated Soft Drinks,1.8416478312836793,1.2448995491135895
919589,292.14,223,1.3404980842911878,211.62,80.52000000000001,173,50,54,23,3.2037037037037037,2.1739130434782608,1.4737037037037037,Juice,1.520044946049398,0.9695132420484438
919597,22.92,25,0.9168000000000001,14.010000000000002,8.91,16,9,11,9,1.4545454545454546,1.0,1.4545454545454546,Tea,1.2953467409932147,1.1229004624894283
919839,6.27,3,2.09,0.0,6.27,0,3,0,2,0.0,1.5,0.0,Tea,1.2953467409932147,0.0
920002,495.37,239,2.0751724137931036,427.87,67.5,212,27,68,12,3.1176470588235294,2.25,1.3856209150326797,Carbonated Soft Drinks,1.8416478312836793,0.7523810423987868
920081,162.65,85,1.9185654008438817,94.10999999999997,68.54,51,34,26,21,1.9615384615384615,1.619047619047619,1.2115384615384615,Carbonated Soft Drinks,1.8416478312836793,0.6578556665168638
920145,256.93,121,2.1309649122807017,156.17,100.76000000000002,77,44,42,28,1.8333333333333333,1.5714285714285714,1.1666666666666667,Tea,1.2953467409932147,0.9006597459550624
920155,137.97,63,2.19,0.0,137.96999999999997,0,63,0,45,0.0,1.4,0.0,Juice,1.520044946049398,0.0
920227,19.169999999999998,13,1.4746153846153844,2.78,16.39,2,11,2,11,1.0,1.0,1.0,Coffee,1.311586973965421,0.7624351414352826
920308,457.96999999999997,785,0.5846604458268533,99.84,358.13,176,609,53,80,3.3207547169811322,7.6125,0.43622393654924563,Carbonated Soft Drinks,1.8416478312836793,0.23686609846855766
921432,62.81,52,1.2090697674418605,9.92,52.89,11,41,6,24,1.8333333333333333,1.7083333333333333,1.0731707317073171,Carbonated Soft Drinks,1.8416478312836793,0.5827230991059174
922324,121.66,34,3.580625,36.190000000000005,85.47000000000001,11,23,10,19,1.1,1.2105263157894737,0.9086956521739131,Tea,1.2953467409932147,0.7015076530606511
922898,250.79999999999998,70,3.5828571428571427,33.800000000000004,217.0,10,60,8,41,1.25,1.4634146341463414,0.8541666666666667,Coffee,1.311586973965421,0.6512466833093039
923169,589.82,207,2.8535858585858587,104.45,485.37,44,163,13,69,3.3846153846153846,2.36231884057971,1.4327512977819727,Juice,1.520044946049398,0.9425716663876934
923208,340.25,270,1.2982790697674418,256.84000000000003,83.41000000000003,223,47,56,30,3.982142857142857,1.5666666666666667,2.541793313069909,Juice,1.520044946049398,1.6721829967436412
923249,5.49,2,2.745,2.0,3.49,1,1,1,1,1.0,1.0,1.0,Other Beverages,1.592246006372412,0.6280436540571288
923314,353.15,64,5.503018867924528,225.76999999999995,127.38000000000001,42,22,27,14,1.5555555555555556,1.5714285714285714,0.98989898989899,Tea,1.2953467409932147,0.7641961480830832
923514,1.29,1,1.29,0.0,1.29,0,1,0,1,0.0,1.0,0.0,Carbonated Soft Drinks,1.8416478312836793,0.0
923600,201.89,51,4.070232558139535,143.57,58.32,38,13,17,8,2.235294117647059,1.625,1.3755656108597285,Energy/Sports Drinks,1.4467617422146801,0.9507893184637536
923620,1.25,1,1.25,0.0,1.25,0,1,0,1,0.0,1.0,0.0,Juice,1.520044946049398,0.0
923705,84.58,83,1.0242857142857142,80.41000000000001,4.17,80,3,36,3,2.2222222222222223,1.0,2.2222222222222223,Carbonated Soft Drinks,1.8416478312836793,1.2066488415829602
923967,439.34000000000003,444,0.990453074433657,23.04,416.3,22,422,12,81,1.8333333333333333,5.209876543209877,0.3518957345971564,Juice,1.520044946049398,0.23150350620337548
924092,115.76,104,1.1241333333333334,80.0,35.760000000000005,80,24,26,13,3.076923076923077,1.8461538461538463,1.6666666666666667,Carbonated Soft Drinks,1.8416478312836793,0.9049866311872201
924517,1.29,1,1.29,0.0,1.29,0,1,0,1,0.0,1.0,0.0,Juice,1.520044946049398,0.0
924743,46.04,6,7.673333333333333,30.06,15.98,4,2,4,2,1.0,1.0,1.0,Coffee,1.311586973965421,0.7624351414352826
924844,19.84,7,2.8120000000000003,2.5,17.34,1,6,1,4,1.0,1.5,0.6666666666666666,Juice,1.520044946049398,0.4385835224144757
924934,19.740000000000002,6,3.2900000000000005,0.0,19.74,0,6,0,6,0.0,1.0,0.0,Other Beverages,1.592246006372412,0.0
925054,151.7,73,2.0569209039548024,67.7,84.00000000000001,37,36,20,26,1.85,1.3846153846153846,1.3361111111111112,Energy/Sports Drinks,1.4467617422146801,0.9235184150403462
925070,5.58,2,2.79,0.0,5.58,0,2,0,1,0.0,2.0,0.0,Other Beverages,1.592246006372412,0.0
925077,200.44,26,7.7092307692307696,96.57,103.86999999999998,13,13,11,11,1.1818181818181819,1.1818181818181819,1.0,Coffee,1.311586973965421,0.7624351414352826
925119,1.49,1,1.49,0.0,1.49,0,1,0,1,0.0,1.0,0.0,Other Beverages,1.592246006372412,0.0
925145,221.54,56,3.9506862745098035,74.66,146.88,24,32,16,20,1.5,1.6,0.9375,Carbonated Soft Drinks,1.8416478312836793,0.5090549800428112
925297,1.09,1,1.09,0.0,1.09,0,1,0,1,0.0,1.0,0.0,Juice,1.520044946049398,0.0
925624,124.7,35,3.4979310344827583,91.86999999999999,32.83,28,7,23,5,1.2173913043478262,1.4,0.8695652173913044,Carbonated Soft Drinks,1.8416478312836793,0.47216693801072357
926210,106.27,68,1.5904918032786886,43.230000000000004,63.040000000000006,32,36,18,26,1.7777777777777777,1.3846153846153846,1.2839506172839505,Juice,1.520044946049398,0.8446793765019531
926249,45.27,14,3.2241666666666666,2.5,42.77,1,13,1,10,1.0,1.3,0.7692307692307692,Carbonated Soft Drinks,1.8416478312836793,0.4176861374710246
926318,192.86,186,1.0544444444444445,173.98000000000002,18.88,173,13,25,10,6.92,1.3,5.323076923076923,Water,2.625169268541402,2.027708074624283
926320,153.6,20,7.716315789473685,77.19,76.41,11,9,8,7,1.375,1.2857142857142858,1.0694444444444444,Coffee,1.311586973965421,0.8153820262571772
926707,107.31,90,1.1979166666666667,72.16,35.150000000000006,65,25,29,17,2.2413793103448274,1.4705882352941178,1.5241379310344825,Other Beverages,1.592246006372412,0.9572251554939686
926804,90.94,157,0.5803478260869565,15.850000000000001,75.08999999999997,29,128,21,52,1.380952380952381,2.4615384615384617,0.5610119047619048,Carbonated Soft Drinks,1.8416478312836793,0.304624964247841
926905,2730.74,885,3.2087993579454253,2349.46,381.28000000000003,803,82,75,30,10.706666666666667,2.7333333333333334,3.9170731707317072,Carbonated Soft Drinks,1.8416478312836793,2.126939311736598
927028,354.82,83,4.2856250000000005,7.63,347.19000000000017,2,81,2,56,1.0,1.4464285714285714,0.691358024691358,Coffee,1.311586973965421,0.5271156533379732
927076,59.54,16,3.7100000000000004,8.97,50.57,3,13,3,12,1.0,1.0833333333333333,0.9230769230769231,Coffee,1.311586973965421,0.7037862844017994
927105,9.57,3,3.19,0.0,9.57,0,3,0,2,0.0,1.5,0.0,Other Beverages,1.592246006372412,0.0
927265,233.78,117,1.9962727272727272,11.94,221.83999999999997,6,111,6,63,1.0,1.7619047619047619,0.5675675675675675,Carbonated Soft Drinks,1.8416478312836793,0.3081846365664587
927441,2.98,2,1.49,0.0,2.98,0,2,0,2,0.0,1.0,0.0,Carbonated Soft Drinks,1.8416478312836793,0.0
927453,34.75,25,1.39,0.0,34.74999999999999,0,25,0,12,0.0,2.0833333333333335,0.0,Carbonated Soft Drinks,1.8416478312836793,0.0
927806,3.09,1,3.09,0.0,3.09,0,1,0,1,0.0,1.0,0.0,Other Beverages,1.592246006372412,0.0
927859,17.950000000000003,7,2.5642857142857145,0.0,17.950000000000003,0,7,0,7,0.0,1.0,0.0,Tea,1.2953467409932147,0.0
927981,99.06,14,7.075714285714286,84.27999999999999,14.780000000000001,12,2,11,2,1.0909090909090908,1.0,1.0909090909090908,Coffee,1.311586973965421,0.8317474270203082
928123,462.63,237,1.9495087719298243,231.84,230.79,123,114,46,46,2.6739130434782608,2.4782608695652173,1.0789473684210527,Carbonated Soft Drinks,1.8416478312836793,0.5858597665054108
928287,73.81,12,6.150833333333334,24.950000000000003,48.860000000000014,5,7,2,7,2.5,1.0,2.5,Carbonated Soft Drinks,1.8416478312836793,1.35747994678083
928317,2.99,1,2.99,0.0,2.99,0,1,0,1,0.0,1.0,0.0,Juice,1.520044946049398,0.0
928358,62.82000000000001,18,3.49,0.0,62.82000000000001,0,18,0,17,0.0,1.0588235294117647,0.0,Tea,1.2953467409932147,0.0
928833,160.83,52,3.091,77.74,83.09,26,26,19,21,1.368421052631579,1.2380952380952381,1.1052631578947367,Coffee,1.311586973965421,0.8426914721126807
928932,361.14,130,2.776890756302521,10.6,350.53999999999996,4,126,3,68,1.3333333333333333,1.8529411764705883,0.7195767195767195,Juice,1.520044946049398,0.4733917384791166
928961,300.63,144,2.1011570247933884,46.68000000000001,253.95000000000005,25,119,11,62,2.272727272727273,1.9193548387096775,1.1841100076394195,Juice,1.520044946049398,0.7789967071150925
929109,69.85000000000001,25,2.7756250000000002,25.0,44.85000000000001,10,15,6,7,1.6666666666666667,2.142857142857143,0.7777777777777778,Juice,1.520044946049398,0.5116807761502217
929178,215.42000000000002,28,7.693571428571429,119.54,95.87999999999998,16,12,14,12,1.1428571428571428,1.0,1.1428571428571428,Coffee,1.311586973965421,0.8713544473546087
929327,105.92999999999999,107,0.9900000000000001,0.99,104.94,1,106,1,65,1.0,1.6307692307692307,0.6132075471698113,Carbonated Soft Drinks,1.8416478312836793,0.3329667793990715
929405,24.950000000000003,8,3.135714285714286,20.96,3.99,7,1,5,1,1.4,1.0,1.4,Tea,1.2953467409932147,1.0807916951460748
929410,246.15,105,2.337058823529412,0.0,246.14999999999998,0,105,0,55,0.0,1.9090909090909092,0.0,Juice,1.520044946049398,0.0
929609,6.87,6,1.145,3.0,3.87,3,3,3,3,1.0,1.0,1.0,Carbonated Soft Drinks,1.8416478312836793,0.5429919787123321
930179,143.93,113,1.3147282608695652,120.94,22.99,102,11,37,9,2.7567567567567566,1.2222222222222223,2.255528255528255,Other Beverages,1.592246006372412,1.4165702074310667
930302,5.34,6,0.89,0.0,5.34,0,6,0,5,0.0,1.2,0.0,Carbonated Soft Drinks,1.8416478312836793,0.0
931153,213.31,29,7.3825925925925935,139.3,74.01,20,9,15,9,1.3333333333333333,1.0,1.3333333333333333,Coffee,1.311586973965421,1.0165801885803767
931297,121.22,110,1.1210897435897436,33.5,87.72000000000001,42,68,19,43,2.210526315789474,1.5813953488372092,1.3978328173374615,Carbonated Soft Drinks,1.8416478312836793,0.759012007395102
931532,192.39,330,0.5831597222222222,28.3,164.08999999999997,50,280,28,72,1.7857142857142858,3.888888888888889,0.45918367346938777,Carbonated Soft Drinks,1.8416478312836793,0.2493330514495402
931579,551.6,161,3.435,63.0,488.6,21,140,6,57,3.5,2.456140350877193,1.425,Carbonated Soft Drinks,1.8416478312836793,0.7737635696650732
931672,320.61,300,1.0713475177304965,243.21,77.40000000000002,240,60,64,23,3.75,2.608695652173913,1.4375,Carbonated Soft Drinks,1.8416478312836793,0.7805509693989773
931675,8.63,3,2.876666666666667,3.39,5.24,1,2,1,2,1.0,1.0,1.0,Coffee,1.311586973965421,0.7624351414352826
931883,5.78,2,2.89,0.0,5.78,0,2,0,2,0.0,1.0,0.0,Tea,1.2953467409932147,0.0
932210,22.240000000000002,9,2.4711111111111115,2.0,20.240000000000002,1,8,1,7,1.0,1.1428571428571428,0.875,Tea,1.2953467409932147,0.6754948094662968
932244,15.38,2,7.69,15.38,0.0,2,0,2,0,1.0,0.0,,Coffee,1.311586973965421,
