household_key,beverage_spend,beverage_units,beverage_baskets,beverage_promo_revenue,coupon_baskets,promo_purchase_share,coupon_usage_rate,repeat_purchase_rate,total_spend,total_baskets,avg_basket_value,recency_days,beverage_basket_penetration,frequency,monetary,segment,age_desc,marital_status_code,income_desc,homeowner_desc,hh_comp_desc,household_size_desc,kid_category_desc
431,56.38,22,11,42.42,0,0.7523944661227385,0.0,0.10784313725490197,531.67,36,14.76861111111111,1,0.3055555555555556,36,56.38,Promo-Sensitive Shoppers,,,,,,,
432,303.63,187,114,138.3,1,0.45548858808418147,0.008771929824561403,1.0,3486.55,257,13.566342412451363,0,0.44357976653696496,257,303.63,Promo-Sensitive Shoppers,19-24,U,25-34K,Unknown,Single Female,1,None/Unknown
433,121.16,110,38,29.51,0,0.24356223175965666,0.0,0.37254901960784315,949.82,76,12.497631578947368,15,0.5,76,121.16,Low-Engagement Shoppers,,,,,,,
434,285.89,205,94,130.14000000000001,0,0.4552100458218197,0.0,0.9215686274509803,3778.75,117,32.297008547008545,3,0.8034188034188035,117,285.89,Promo-Sensitive Shoppers,35-44,A,15-24K,Homeowner,2 Adults Kids,3,1
435,1201.3700000000001,632,51,1193.6100000000001,4,0.9935407076920516,0.0784313725490196,0.5,1817.22,93,19.54,0,0.5483870967741935,93,1201.3700000000001,High-Value Beverage Buyers,,,,,,,
436,129.66,41,18,104.19,0,0.8035631652012957,0.0,0.17647058823529413,2318.7400000000002,30,77.29133333333334,14,0.6,30,129.66,Promo-Sensitive Shoppers,,,,,,,
437,398.31,124,41,264.84000000000003,1,0.66490924154553,0.024390243902439025,0.4019607843137255,5915.7300000000005,90,65.73033333333333,3,0.45555555555555555,90,398.31,High-Value Beverage Buyers,25-34,A,50-74K,Homeowner,2 Adults Kids,5+,3+
438,422.07,189,46,311.58,2,0.738218778875542,0.043478260869565216,0.45098039215686275,4456.52,67,66.51522388059702,7,0.6865671641791045,67,422.07,High-Value Beverage Buyers,35-44,A,50-74K,Probable Owner,2 Adults No Kids,2,None/Unknown
439,75.65,24,20,32.06,0,0.4237937871777925,0.0,0.19607843137254902,568.21,38,14.952894736842106,0,0.5263157894736842,38,75.65,Promo-Sensitive Shoppers,,,,,,,
440,5.34,2,2,2.5,0,0.46816479400749067,0.0,0.0196078431372549,83.88,6,13.979999999999999,222,0.3333333333333333,6,5.34,Promo-Sensitive Shoppers,,,,,,,
441,363.52,130,64,168.46,0,0.4634132922535212,0.0,0.6274509803921569,2369.9,76,31.182894736842105,2,0.8421052631578947,76,363.52,High-Value Beverage Buyers,45-54,B,50-74K,Homeowner,Single Female,1,None/Unknown
442,247.09,163,123,192.61,0,0.7795135375774009,0.0,1.0,3094.71,214,14.461261682242991,0,0.5747663551401869,214,247.09,Promo-Sensitive Shoppers,25-34,U,15-24K,Unknown,1 Adult Kids,2,1
443,351.09000000000003,122,46,250.41,3,0.7132359224130564,0.06521739130434782,0.45098039215686275,2644.21,103,25.671941747572816,0,0.44660194174757284,103,351.09000000000003,High-Value Beverage Buyers,45-54,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown
444,135.66,74,31,56.94,0,0.41972578505086244,0.0,0.30392156862745096,1261.6200000000001,44,28.67318181818182,140,0.7045454545454546,44,135.66,Promo-Sensitive Shoppers,,,,,,,
445,304.97,96,65,194.01,2,0.6361609338623471,0.03076923076923077,0.6372549019607843,2696.5,232,11.622844827586206,75,0.2801724137931034,232,304.97,Promo-Sensitive Shoppers,,,,,,,
446,17.740000000000002,11,8,7.49,0,0.4222096956031567,0.0,0.0784313725490196,212.05,30,7.068333333333333,9,0.26666666666666666,30,17.740000000000002,Promo-Sensitive Shoppers,,,,,,,
447,150.47,78,54,102.33,0,0.680069116767462,0.0,0.5294117647058824,1670.44,136,12.28264705882353,2,0.39705882352941174,136,150.47,Promo-Sensitive Shoppers,,,,,,,
448,21.33,12,5,12.68,0,0.5944678856071262,0.0,0.049019607843137254,493.37,45,10.963777777777779,5,0.1111111111111111,45,21.33,Promo-Sensitive Shoppers,,,,,,,
449,61.19,32,15,49.71,0,0.8123876450400392,0.0,0.14705882352941177,827.44,34,24.336470588235297,6,0.4411764705882353,34,61.19,Promo-Sensitive Shoppers,,,,,,,
450,25.560000000000002,22,11,22.77,0,0.8908450704225351,0.0,0.10784313725490197,1540.45,65,23.69923076923077,16,0.16923076923076924,65,25.560000000000002,Promo-Sensitive Shoppers,,,,,,,
451,68.26,30,28,28.91,0,0.4235276882508057,0.0,0.27450980392156865,2376.28,161,14.759503105590063,0,0.17391304347826086,161,68.26,Promo-Sensitive Shoppers,25-34,B,Under 15K,Renter,2 Adults No Kids,2,None/Unknown
452,47.0,26,10,41.28,1,0.8782978723404256,0.1,0.09803921568627451,786.99,26,30.268846153846155,20,0.38461538461538464,26,47.0,Coupon-Driven Shoppers,,,,,,,
453,47.64,20,7,15.93,0,0.3343828715365239,0.0,0.06862745098039216,742.95,34,21.851470588235294,2,0.20588235294117646,34,47.64,Low-Engagement Shoppers,,,,,,,
454,799.95,363,193,654.14,0,0.8177261078817425,0.0,1.0,8215.93,356,23.078455056179777,1,0.5421348314606742,356,799.95,High-Value Beverage Buyers,55-64,U,35-49K,Unknown,Single Male,1,None/Unknown
455,125.84,54,14,47.77,0,0.3796090273363001,0.0,0.13725490196078433,1253.4,25,50.136,4,0.56,25,125.84,Low-Engagement Shoppers,,,,,,,
456,315.48,93,47,242.06,0,0.7672752630911627,0.0,0.46078431372549017,6314.03,94,67.17053191489362,10,0.5,94,315.48,Promo-Sensitive Shoppers,19-24,B,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown
457,43.43,39,24,22.3,0,0.5134699516463275,0.0,0.23529411764705882,718.0,78,9.205128205128204,17,0.3076923076923077,78,43.43,Promo-Sensitive Shoppers,,,,,,,
458,183.64,80,40,156.93,1,0.8545523851012852,0.025,0.39215686274509803,1685.64,127,13.272755905511811,2,0.31496062992125984,127,183.64,Promo-Sensitive Shoppers,55-64,A,35-49K,Homeowner,Single Female,2,None/Unknown
459,65.3,52,39,57.93,0,0.8871362940275651,0.0,0.38235294117647056,1194.94,67,17.83492537313433,7,0.582089552238806,67,65.3,Promo-Sensitive Shoppers,,,,,,,
460,79.18,44,23,54.69,3,0.6907047234150037,0.13043478260869565,0.22549019607843138,760.45,113,6.729646017699116,4,0.20353982300884957,113,79.18,Coupon-Driven Shoppers,65+,B,25-34K,Homeowner,Single Female,1,None/Unknown
461,17.61,10,5,17.61,1,1.0,0.2,0.049019607843137254,664.8,39,17.046153846153846,27,0.1282051282051282,39,17.61,Coupon-Driven Shoppers,,,,,,,
462,93.61,23,13,48.8,0,0.5213118256596517,0.0,0.12745098039215685,1510.63,97,15.573505154639177,5,0.13402061855670103,97,93.61,Promo-Sensitive Shoppers,65+,U,100-124K,Unknown,Single Male,1,None/Unknown
463,873.07,320,115,646.33,6,0.7402957380278786,0.05217391304347826,1.0,5803.3,587,9.886371379897785,0,0.19591141396933562,587,873.07,High-Value Beverage Buyers,,,,,,,
464,265.95,115,48,230.59,7,0.8670426771949615,0.14583333333333334,0.47058823529411764,3590.4900000000002,173,20.7542774566474,2,0.2774566473988439,173,265.95,Coupon-Driven Shoppers,65+,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown
465,50.25,29,15,9.05,0,0.1800995024875622,0.0,0.14705882352941177,382.55,44,8.694318181818183,15,0.3409090909090909,44,50.25,Low-Engagement Shoppers,,,,,,,
466,7.970000000000001,4,2,1.99,0,0.2496863237139272,0.0,0.0196078431372549,423.32,17,24.901176470588236,41,0.11764705882352941,17,7.970000000000001,Low-Engagement Shoppers,,,,,,,
467,288.26,144,56,209.05,0,0.7252133490598766,0.0,0.5490196078431373,2642.9900000000002,145,18.227517241379314,5,0.38620689655172413,145,288.26,Promo-Sensitive Shoppers,,,,,,,
468,503.25,369,139,164.67,0,0.3272131147540983,0.0,1.0,5835.68,334,17.472095808383234,0,0.4161676646706587,334,503.25,High-Value Beverage Buyers,,,,,,,
469,562.83,181,62,348.3,7,0.6188369489899259,0.11290322580645161,0.6078431372549019,7748.49,165,46.96054545454545,13,0.37575757575757573,165,562.83,High-Value Beverage Buyers,45-54,U,75-99K,Probable Owner,Single Female,1,None/Unknown
470,63.98,51,51,56.09,0,0.8766802125664271,0.0,0.5,2305.0,156,14.775641025641026,4,0.3269230769230769,156,63.98,Promo-Sensitive Shoppers,,,,,,,
471,257.71,93,32,177.33,3,0.6880990260370184,0.09375,0.3137254901960784,1530.1200000000001,51,30.002352941176472,1,0.6274509803921569,51,257.71,Promo-Sensitive Shoppers,,,,,,,
472,469.63,160,56,279.61,1,0.5953835998552052,0.017857142857142856,0.5490196078431373,8295.58,96,86.41229166666666,48,0.5833333333333334,96,469.63,High-Value Beverage Buyers,,,,,,,
473,264.47,174,37,144.21,0,0.5452792377207244,0.0,0.3627450980392157,3208.71,70,45.83871428571429,2,0.5285714285714286,70,264.47,Promo-Sensitive Shoppers,45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown
474,161.29,76,22,124.81,0,0.7738235476470954,0.0,0.21568627450980393,2102.36,36,58.39888888888889,0,0.6111111111111112,36,161.29,Promo-Sensitive Shoppers,,,,,,,
475,89.85,39,18,57.47,0,0.639621591541458,0.0,0.17647058823529413,1525.02,41,37.19560975609756,2,0.43902439024390244,41,89.85,Promo-Sensitive Shoppers,,,,,,,
476,281.5,88,21,119.86,0,0.4257904085257549,0.0,0.20588235294117646,1551.27,29,53.49206896551724,66,0.7241379310344828,29,281.5,Promo-Sensitive Shoppers,,,,,,,
477,26.62,22,14,13.86,0,0.5206611570247933,0.0,0.13725490196078433,812.28,65,12.496615384615383,17,0.2153846153846154,65,26.62,Promo-Sensitive Shoppers,,,,,,,
478,6.1,5,3,6.1,0,1.0,0.0,0.029411764705882353,286.02,20,14.300999999999998,35,0.15,20,6.1,Promo-Sensitive Shoppers,,,,,,,
479,182.48,124,76,123.7,1,0.6778825076720737,0.013157894736842105,0.7450980392156863,1773.3,185,9.585405405405405,7,0.41081081081081083,185,182.48,Promo-Sensitive Shoppers,,,,,,,
480,199.05,87,33,154.23,1,0.7748304446119064,0.030303030303030304,0.3235294117647059,3646.39,92,39.63467391304348,38,0.358695652173913,92,199.05,Promo-Sensitive Shoppers,,,,,,,
481,214.24,85,34,133.13,1,0.6214058999253174,0.029411764705882353,0.3333333333333333,2055.92,49,41.95755102040817,26,0.6938775510204082,49,214.24,Promo-Sensitive Shoppers,,,,,,,
482,161.87,95,28,84.96,0,0.5248656329153023,0.0,0.27450980392156865,1848.52,61,30.303606557377048,1,0.45901639344262296,61,161.87,Promo-Sensitive Shoppers,,,,,,,
483,277.9,126,46,200.85,3,0.72274199352285,0.06521739130434782,0.45098039215686275,2718.9900000000002,98,27.74479591836735,1,0.46938775510204084,98,277.9,Promo-Sensitive Shoppers,45-54,U,35-49K,Unknown,Single Female,1,None/Unknown
484,120.09,75,48,70.91,0,0.5904738113081854,0.0,0.47058823529411764,2964.51,137,21.638759124087592,5,0.35036496350364965,137,120.09,Promo-Sensitive Shoppers,25-34,U,15-24K,Unknown,2 Adults No Kids,2,None/Unknown
485,374.76,159,56,307.23,1,0.8198046749919949,0.017857142857142856,0.5490196078431373,5431.01,162,33.52475308641976,1,0.345679012345679,162,374.76,High-Value Beverage Buyers,35-44,U,25-34K,Homeowner,Single Male,1,None/Unknown
486,78.35,34,13,36.03,0,0.4598596043395023,0.0,0.12745098039215685,922.39,29,31.80655172413793,17,0.4482758620689655,29,78.35,Promo-Sensitive Shoppers,,,,,,,
487,2.5,1,1,2.5,0,1.0,0.0,0.00980392156862745,133.68,9,14.853333333333333,42,0.1111111111111111,9,2.5,Promo-Sensitive Shoppers,,,,,,,
488,12.5,8,5,7.84,0,0.6272,0.0,0.049019607843137254,406.96,20,20.348,50,0.25,20,12.5,Promo-Sensitive Shoppers,,,,,,,
489,405.78000000000003,139,64,288.28000000000003,0,0.7104342254423579,0.0,0.6274509803921569,5866.56,212,27.672452830188682,0,0.3018867924528302,212,405.78000000000003,High-Value Beverage Buyers,55-64,U,150-174K,Unknown,Single Female,1,None/Unknown
490,653.76,318,53,607.09,10,0.9286129466470877,0.18867924528301888,0.5196078431372549,3886.87,80,48.585875,19,0.6625,80,653.76,High-Value Beverage Buyers,35-44,A,75-99K,Homeowner,2 Adults Kids,5+,3+
491,202.26,96,40,96.76,0,0.47839414614852177,0.0,0.39215686274509803,4835.71,124,38.99766129032258,2,0.3225806451612903,124,202.26,Promo-Sensitive Shoppers,45-54,A,75-99K,Unknown,Single Female,2,None/Unknown
492,641.29,238,56,396.63,5,0.6184877356578148,0.08928571428571429,0.5490196078431373,7148.28,117,61.09641025641025,78,0.47863247863247865,117,641.29,High-Value Beverage Buyers,45-54,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown
493,380.64,184,94,238.61,1,0.626865279529214,0.010638297872340425,0.9215686274509803,4925.56,196,25.130408163265308,3,0.47959183673469385,196,380.64,High-Value Beverage Buyers,55-64,U,50-74K,Unknown,Unknown,1,None/Unknown
494,1.34,1,1,1.34,0,1.0,0.0,0.00980392156862745,8.17,1,8.17,617,1.0,1,1.34,Promo-Sensitive Shoppers,,,,,,,
495,322.7,112,41,246.67000000000002,1,0.7643941741555625,0.024390243902439025,0.4019607843137255,3050.52,73,41.78794520547945,29,0.5616438356164384,73,322.7,Promo-Sensitive Shoppers,,,,,,,
496,21.57,7,5,15.98,0,0.7408437644877144,0.0,0.049019607843137254,648.4,13,49.87692307692308,59,0.38461538461538464,13,21.57,Promo-Sensitive Shoppers,,,,,,,
497,43.63,30,15,28.55,0,0.6543662617465047,0.0,0.14705882352941177,766.4,63,12.165079365079364,8,0.23809523809523808,63,43.63,Promo-Sensitive Shoppers,,,,,,,
498,60.74,33,25,29.82,0,0.4909450115245308,0.0,0.24509803921568626,904.1800000000001,58,15.589310344827588,1,0.43103448275862066,58,60.74,Promo-Sensitive Shoppers,,,,,,,
499,67.89,48,29,48.83,0,0.7192517307409044,0.0,0.28431372549019607,753.36,70,10.762285714285715,167,0.4142857142857143,70,67.89,Promo-Sensitive Shoppers,,,,,,,
500,4.0,2,1,4.0,0,1.0,0.0,0.00980392156862745,84.82000000000001,5,16.964000000000002,258,0.2,5,4.0,Promo-Sensitive Shoppers,,,,,,,
501,37.51,17,8,33.43,0,0.8912290055985072,0.0,0.0784313725490196,478.13,22,21.73318181818182,16,0.36363636363636365,22,37.51,Promo-Sensitive Shoppers,,,,,,,
502,110.35,79,36,52.81,0,0.4785681921159946,0.0,0.35294117647058826,2298.84,57,40.33052631578948,9,0.631578947368421,57,110.35,Promo-Sensitive Shoppers,,,,,,,
503,584.03,288,105,314.92,0,0.5392188757426845,0.0,1.0,4723.8,151,31.283443708609273,1,0.695364238410596,151,584.03,High-Value Beverage Buyers,,,,,,,
504,44.660000000000004,22,6,25.46,0,0.5700850873264666,0.0,0.058823529411764705,516.34,7,73.76285714285714,91,0.8571428571428571,7,44.660000000000004,Promo-Sensitive Shoppers,,,,,,,
505,46.57,25,12,27.310000000000002,0,0.5864290315653855,0.0,0.11764705882352941,188.54,18,10.474444444444444,7,0.6666666666666666,18,46.57,Promo-Sensitive Shoppers,,,,,,,
506,52.78,25,12,25.79,0,0.48863205759757483,0.0,0.11764705882352941,1254.17,32,39.1928125,1,0.375,32,52.78,Promo-Sensitive Shoppers,,,,,,,
507,281.39,197,44,243.01,1,0.8636056718433491,0.022727272727272728,0.43137254901960786,1455.43,66,22.0519696969697,19,0.6666666666666666,66,281.39,Promo-Sensitive Shoppers,,,,,,,
508,87.36,47,18,57.53,0,0.6585393772893773,0.0,0.17647058823529413,1190.51,55,21.645636363636363,19,0.32727272727272727,55,87.36,Promo-Sensitive Shoppers,,,,,,,
509,3.89,2,2,1.0,0,0.2570694087403599,0.0,0.0196078431372549,277.14,16,17.32125,144,0.125,16,3.89,Low-Engagement Shoppers,,,,,,,
510,676.05,368,161,517.8100000000001,6,0.7659344723023447,0.037267080745341616,1.0,7903.36,346,22.84208092485549,4,0.4653179190751445,346,676.05,High-Value Beverage Buyers,35-44,A,250K+,Homeowner,2 Adults Kids,3,1
511,474.85,361,166,360.3,1,0.7587659260819206,0.006024096385542169,1.0,5425.53,373,14.545656836461125,0,0.4450402144772118,373,474.85,High-Value Beverage Buyers,,,,,,,
512,58.89,35,17,34.36,0,0.5834606894209543,0.0,0.16666666666666666,1114.44,25,44.577600000000004,5,0.68,25,58.89,Promo-Sensitive Shoppers,,,,,,,
513,1113.85,447,91,1012.85,11,0.9093235175292904,0.12087912087912088,0.8921568627450981,12130.01,161,75.34167701863355,6,0.5652173913043478,161,1113.85,High-Value Beverage Buyers,45-54,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown
514,243.67000000000002,87,48,103.61,0,0.42520622152911725,0.0,0.47058823529411764,2339.27,66,35.44348484848485,12,0.7272727272727273,66,243.67000000000002,Promo-Sensitive Shoppers,,,,,,,
515,199.60999999999999,108,33,94.47,0,0.4732728821201343,0.0,0.3235294117647059,1826.73,47,38.86659574468085,1,0.7021276595744681,47,199.60999999999999,Promo-Sensitive Shoppers,,,,,,,
516,30.900000000000002,15,10,19.63,0,0.6352750809061488,0.0,0.09803921568627451,295.23,17,17.366470588235295,5,0.5882352941176471,17,30.900000000000002,Promo-Sensitive Shoppers,,,,,,,
517,183.23,82,33,78.92,0,0.43071549418763305,0.0,0.3235294117647059,3742.89,105,35.64657142857143,7,0.3142857142857143,105,183.23,Promo-Sensitive Shoppers,,,,,,,
518,388.27,234,86,315.63,3,0.8129136940788627,0.03488372093023256,0.8431372549019608,4926.37,153,32.19849673202614,5,0.5620915032679739,153,388.27,High-Value Beverage Buyers,45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown
519,86.84,33,17,71.01,0,0.8177107323813911,0.0,0.16666666666666666,819.13,32,25.5978125,52,0.53125,32,86.84,Promo-Sensitive Shoppers,,,,,,,
520,332.92,151,60,205.69,1,0.6178361167848131,0.016666666666666666,0.5882352941176471,2071.15,112,18.492410714285715,0,0.5357142857142857,112,332.92,Promo-Sensitive Shoppers,,,,,,,
521,32.36,21,15,21.35,0,0.6597651421508035,0.0,0.14705882352941177,858.8000000000001,53,16.20377358490566,17,0.2830188679245283,53,32.36,Promo-Sensitive Shoppers,,,,,,,
522,2.29,2,2,1.0,0,0.4366812227074236,0.0,0.0196078431372549,29.340000000000003,3,9.780000000000001,220,0.6666666666666666,3,2.29,Promo-Sensitive Shoppers,,,,,,,
523,781.9,436,168,196.8,1,0.25169459010103595,0.005952380952380952,1.0,5731.87,277,20.692671480144405,1,0.6064981949458483,277,781.9,High-Value Beverage Buyers,65+,B,35-49K,Homeowner,Single Male,1,None/Unknown
524,70.39,30,27,53.93,0,0.7661599659042477,0.0,0.2647058823529412,1984.58,72,27.56361111111111,17,0.375,72,70.39,Promo-Sensitive Shoppers,,,,,,,
525,60.61,31,10,41.05,1,0.6772809767365121,0.1,0.09803921568627451,902.77,40,22.56925,27,0.25,40,60.61,Coupon-Driven Shoppers,,,,,,,
526,427.62,171,67,275.61,1,0.6445208362564895,0.014925373134328358,0.6568627450980392,4574.92,183,24.999562841530054,4,0.366120218579235,183,427.62,High-Value Beverage Buyers,45-54,U,50-74K,Unknown,Unknown,1,None/Unknown
527,270.82,93,40,263.96,3,0.9746695221918616,0.075,0.39215686274509803,3581.52,130,27.550153846153847,3,0.3076923076923077,130,270.82,Promo-Sensitive Shoppers,45-54,U,50-74K,Homeowner,Single Female,1,None/Unknown
528,36.79,18,8,36.79,0,1.0,0.0,0.0784313725490196,373.83,17,21.99,6,0.47058823529411764,17,36.79,Promo-Sensitive Shoppers,,,,,,,
529,219.22,117,38,82.62,1,0.3768816713803485,0.02631578947368421,0.37254901960784315,1831.14,56,32.698928571428574,18,0.6785714285714286,56,219.22,Low-Engagement Shoppers,,,,,,,
530,57.480000000000004,22,19,42.32,1,0.7362560890744606,0.05263157894736842,0.18627450980392157,1476.22,53,27.853207547169813,20,0.3584905660377358,53,57.480000000000004,Promo-Sensitive Shoppers,,,,,,,
531,144.27,49,23,126.12,1,0.874194219172385,0.043478260869565216,0.22549019607843138,1060.64,40,26.516000000000002,0,0.575,40,144.27,Promo-Sensitive Shoppers,,,,,,,
532,11.15,5,4,10.56,0,0.947085201793722,0.0,0.0392156862745098,401.88,23,17.47304347826087,62,0.17391304347826086,23,11.15,Promo-Sensitive Shoppers,,,,,,,
533,202.78,95,34,102.02,2,0.5031068152677779,0.058823529411764705,0.3333333333333333,2792.87,64,43.63859375,19,0.53125,64,202.78,Promo-Sensitive Shoppers,,,,,,,
534,130.98,129,122,58.21,0,0.44441899526645295,0.0,1.0,1315.44,465,2.8289032258064517,2,0.2623655913978495,465,130.98,Promo-Sensitive Shoppers,45-54,U,35-49K,Unknown,Single Male,1,None/Unknown
535,115.13,56,18,86.61,2,0.7522800312690003,0.1111111111111111,0.17647058823529413,1308.76,34,38.49294117647059,79,0.5294117647058824,34,115.13,Coupon-Driven Shoppers,,,,,,,
536,181.38,103,43,101.79,1,0.5611974859411182,0.023255813953488372,0.4215686274509804,1557.13,87,17.898045977011495,2,0.4942528735632184,87,181.38,Promo-Sensitive Shoppers,,,,,,,
537,59.74,23,12,39.620000000000005,0,0.6632072313357885,0.0,0.11764705882352941,1411.25,45,31.36111111111111,37,0.26666666666666666,45,59.74,Promo-Sensitive Shoppers,,,,,,,
538,219.8,48,32,92.46000000000001,0,0.42065514103730667,0.0,0.3137254901960784,4382.21,69,63.510289855072465,7,0.463768115942029,69,219.8,Promo-Sensitive Shoppers,,,,,,,
539,62.43,33,18,57.15,0,0.9154252763094666,0.0,0.17647058823529413,1269.09,65,19.524461538461537,0,0.27692307692307694,65,62.43,Promo-Sensitive Shoppers,,,,,,,
540,379.15000000000003,152,51,208.51,0,0.549940656732164,0.0,0.5,3280.73,93,35.276666666666664,4,0.5483870967741935,93,379.15000000000003,High-Value Beverage Buyers,25-34,B,50-74K,Homeowner,Single Female,1,None/Unknown
541,90.32000000000001,37,17,54.49,0,0.6032993799822852,0.0,0.16666666666666666,1784.19,47,37.96148936170213,20,0.3617021276595745,47,90.32000000000001,Promo-Sensitive Shoppers,,,,,,,
542,249.83,119,48,189.57,1,0.7587959812672617,0.020833333333333332,0.47058823529411764,2313.52,123,18.80910569105691,19,0.3902439024390244,123,249.83,Promo-Sensitive Shoppers,25-34,U,35-49K,Unknown,Single Female,1,None/Unknown
543,132.54,58,41,89.26,0,0.6734570695639053,0.0,0.4019607843137255,3697.55,104,35.55336538461539,0,0.3942307692307692,104,132.54,Promo-Sensitive Shoppers,35-44,A,35-49K,Probable Owner,1 Adult Kids,3,1
544,115.92,64,46,72.42,0,0.6247412008281573,0.0,0.45098039215686275,1594.85,131,12.17442748091603,27,0.3511450381679389,131,115.92,Promo-Sensitive Shoppers,,,,,,,
545,143.36,76,28,78.66,0,0.5486886160714285,0.0,0.27450980392156865,2660.28,56,47.505,3,0.5,56,143.36,Promo-Sensitive Shoppers,,,,,,,
546,298.07,142,43,238.73,7,0.8009192471567081,0.16279069767441862,0.4215686274509804,3339.0,122,27.368852459016395,78,0.3524590163934426,122,298.07,Coupon-Driven Shoppers,45-54,U,50-74K,Unknown,2 Adults No Kids,2,None/Unknown
547,187.81,108,36,120.15,1,0.6397422927426655,0.027777777777777776,0.35294117647058826,1676.76,55,30.486545454545453,6,0.6545454545454545,55,187.81,Promo-Sensitive Shoppers,,,,,,,
548,267.36,118,38,161.1,0,0.6025583482944344,0.0,0.37254901960784315,4255.83,93,45.7616129032258,27,0.40860215053763443,93,267.36,Promo-Sensitive Shoppers,35-44,B,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown
549,158.22,72,44,29.5,0,0.18644924788269499,0.0,0.43137254901960786,2299.35,98,23.462755102040816,1,0.4489795918367347,98,158.22,Low-Engagement Shoppers,,,,,,,
550,23.36,15,8,20.009999999999998,0,0.8565924657534246,0.0,0.0784313725490196,854.91,39,21.92076923076923,0,0.20512820512820512,39,23.36,Promo-Sensitive Shoppers,,,,,,,
551,71.57,32,19,34.33,0,0.47967025289925946,0.0,0.18627450980392157,853.65,52,16.416346153846153,12,0.36538461538461536,52,71.57,Promo-Sensitive Shoppers,,,,,,,
552,224.81,139,24,147.89,0,0.6578444019394154,0.0,0.23529411764705882,2289.47,44,52.03340909090909,7,0.5454545454545454,44,224.81,Promo-Sensitive Shoppers,,,,,,,
553,716.49,420,147,499.3,2,0.6968694608438359,0.013605442176870748,1.0,7259.09,265,27.39279245283019,0,0.5547169811320755,265,716.49,High-Value Beverage Buyers,45-54,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown
554,119.78999999999999,34,15,35.480000000000004,1,0.2961849903998665,0.06666666666666667,0.14705882352941177,1524.33,21,72.58714285714285,16,0.7142857142857143,21,119.78999999999999,Low-Engagement Shoppers,,,,,,,
555,62.69,41,10,34.089999999999996,0,0.5437868878609028,0.0,0.09803921568627451,561.03,21,26.715714285714284,110,0.47619047619047616,21,62.69,Promo-Sensitive Shoppers,,,,,,,
556,7.28,2,2,4.29,0,0.5892857142857143,0.0,0.0196078431372549,693.86,15,46.257333333333335,43,0.13333333333333333,15,7.28,Promo-Sensitive Shoppers,,,,,,,
557,40.730000000000004,14,11,26.86,0,0.6594647679842867,0.0,0.10784313725490197,718.46,29,24.774482758620692,28,0.3793103448275862,29,40.730000000000004,Promo-Sensitive Shoppers,,,,,,,
558,121.14,52,43,75.78,0,0.62555720653789,0.0,0.4215686274509804,2426.35,115,21.098695652173912,7,0.3739130434782609,115,121.14,Promo-Sensitive Shoppers,,,,,,,
559,18.16,9,5,11.79,0,0.6492290748898678,0.0,0.049019607843137254,249.34,27,9.234814814814815,222,0.18518518518518517,27,18.16,Promo-Sensitive Shoppers,,,,,,,
560,379.55,203,80,277.48,0,0.7310762745356343,0.0,0.7843137254901961,7290.9,326,22.364723926380368,0,0.24539877300613497,326,379.55,High-Value Beverage Buyers,19-24,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown
561,49.61,14,9,32.45,0,0.6541019955654103,0.0,0.08823529411764706,1404.3600000000001,26,54.01384615384616,10,0.34615384615384615,26,49.61,Promo-Sensitive Shoppers,,,,,,,
562,446.31,148,39,347.49,0,0.7785843920145191,0.0,0.38235294117647056,3178.11,79,40.22924050632911,16,0.4936708860759494,79,446.31,High-Value Beverage Buyers,,,,,,,
563,198.84,90,31,164.61,1,0.8278515389257696,0.03225806451612903,0.30392156862745096,2488.77,72,34.56625,4,0.4305555555555556,72,198.84,Promo-Sensitive Shoppers,,,,,,,
564,53.97,25,15,32.34,0,0.5992217898832686,0.0,0.14705882352941177,842.45,52,16.200961538461538,2,0.28846153846153844,52,53.97,Promo-Sensitive Shoppers,,,,,,,
565,22.11,9,6,10.370000000000001,0,0.46901854364540935,0.0,0.058823529411764705,498.06,21,23.717142857142857,4,0.2857142857142857,21,22.11,Promo-Sensitive Shoppers,,,,,,,
566,131.51,77,62,76.23,0,0.5796517375104555,0.0,0.6078431372549019,1218.08,146,8.343013698630136,0,0.4246575342465753,146,131.51,Promo-Sensitive Shoppers,,,,,,,
567,274.96,177,128,150.55,0,0.547534186790806,0.0,1.0,3134.9,254,12.342125984251968,0,0.5039370078740157,254,274.96,Promo-Sensitive Shoppers,19-24,U,25-34K,Unknown,Single Male,1,None/Unknown
568,783.04,523,133,364.18,1,0.4650847977114835,0.007518796992481203,1.0,8612.85,180,47.84916666666667,1,0.7388888888888889,180,783.04,High-Value Beverage Buyers,,,,,,,
